Order_ID,Order_Date,Delivery_Date,Product_ID,Category,Supplier,Price,Quantity,Region,City,Marketing_Channel,Return_Status,Return_Date,Return_Reason,Return_Flag,Delivery_Days,Return_Days,Return_Probability,Risk_Level
ORD100099,2024-05-19,2024-05-24,P1156,Fashion,Supplier B,794.6,2,East,Delhi,Email,No,,,0,5,,0.20217167824693744,Low
ORD100100,2024-10-19,2024-10-21,P1014,Beauty,Supplier A,1203.12,2,North,Kolkata,Ads,No,,,0,2,,0.29229173502557554,Low
ORD100101,2024-10-24,2024-11-01,P1044,Electronics,Supplier D,1468.61,4,East,Delhi,Social Media,No,,,0,8,,0.20663884366571744,Low
ORD100102,2024-04-10,2024-04-19,P1064,Beauty,Supplier A,1261.29,4,East,Mumbai,Ads,No,,,0,9,,0.2464887131185302,Low
ORD100103,2024-10-30,2024-11-04,P1088,Electronics,Supplier D,1301.82,4,South,Hyderabad,Organic,Yes,2024-11-07,Damaged,1,5,3.0,0.3172019943661514,Low
ORD100104,2024-12-24,2024-12-31,P1070,Sports,Supplier C,617.9,2,South,Hyderabad,Email,Yes,2025-01-08,Damaged,1,7,8.0,0.17482549955239843,Low
ORD100105,2024-01-28,2024-02-04,P1008,Beauty,Supplier A,832.07,1,West,Delhi,Email,No,,,0,7,,0.1788750172742348,Low
ORD100106,2024-02-10,2024-02-13,P1087,Sports,Supplier D,388.29,1,West,Delhi,Social Media,Yes,2024-02-19,Wrong Item,1,3,6.0,0.14839955330536875,Low
ORD100107,2024-12-20,2024-12-28,P1128,Beauty,Supplier C,302.21,2,South,Hyderabad,Email,No,,,0,8,,0.15506189342024895,Low
ORD100108,2024-10-29,2024-10-31,P1135,Home,Supplier D,763.21,1,South,Kolkata,Social Media,No,,,0,2,,0.13767719819975663,Low
ORD100109,2024-05-25,2024-05-31,P1062,Electronics,Supplier C,896.62,2,North,Bangalore,Ads,No,,,0,6,,0.24475476593350262,Low
ORD100110,2024-09-12,2024-09-19,P1138,Home,Supplier B,515.51,1,West,Bangalore,Ads,Yes,2024-09-30,No Longer Needed,1,7,11.0,0.14002961353916468,Low
ORD100111,2024-08-14,2024-08-21,P1080,Electronics,Supplier A,858.47,3,West,Chennai,Email,No,,,0,7,,0.1689087935704494,Low
ORD100112,2024-08-23,2024-08-26,P1135,Fashion,Supplier A,1332.32,3,South,Hyderabad,Email,Yes,2024-08-28,No Longer Needed,1,3,2.0,0.2907434196406029,Low
ORD100113,2024-12-26,2024-12-31,P1162,Beauty,Supplier C,839.52,2,North,Hyderabad,Organic,Yes,2025-01-08,Not as Described,1,5,8.0,0.296937951361777,Low
ORD100114,2024-01-13,2024-01-16,P1162,Fashion,Supplier B,1084.01,1,South,Chennai,Organic,Yes,2024-01-21,Late Delivery,1,3,5.0,0.3707931937609557,Low
ORD100115,2024-07-28,2024-08-06,P1032,Fashion,Supplier D,1209.92,4,South,Bangalore,Email,No,,,0,9,,0.2777948740274477,Low
ORD100116,2024-08-16,2024-08-18,P1122,Electronics,Supplier B,1483.21,1,East,Mumbai,Email,Yes,2024-08-26,Size Issue,1,2,8.0,0.20329972680203667,Low
ORD100117,2024-04-09,2024-04-17,P1004,Home,Supplier D,908.76,3,West,Kolkata,Ads,Yes,2024-04-25,No Longer Needed,1,8,8.0,0.1665126158521461,Low
ORD100118,2024-01-31,2024-02-04,P1040,Sports,Supplier D,1212.21,3,North,Kolkata,Email,No,,,0,4,,0.23492015045212108,Low
ORD100119,2024-01-16,2024-01-20,P1027,Electronics,Supplier A,1444.35,1,East,Mumbai,Organic,No,,,0,4,,0.29030174663168934,Low
ORD100120,2024-05-16,2024-05-24,P1134,Sports,Supplier C,1417.17,1,West,Mumbai,Ads,No,,,0,8,,0.27695679150676555,Low
ORD100121,2024-11-24,2024-11-29,P1071,Fashion,Supplier A,220.21,4,South,Bangalore,Social Media,No,,,0,5,,0.19123451683534023,Low
ORD100122,2024-06-14,2024-06-23,P1011,Sports,Supplier A,615.52,4,North,Chennai,Organic,Yes,2024-06-29,Damaged,1,9,6.0,0.2691504225247122,Low
ORD100123,2024-11-05,2024-11-12,P1161,Home,Supplier A,492.75,1,West,Mumbai,Organic,No,,,0,7,,0.16583416337932552,Low
ORD100124,2024-04-09,2024-04-14,P1032,Electronics,Supplier D,139.52,1,South,Chennai,Ads,No,,,0,5,,0.17044011805214476,Low
ORD100125,2024-04-18,2024-04-25,P1047,Home,Supplier A,953.53,1,East,Delhi,Social Media,No,,,0,7,,0.1259640467696715,Low
ORD100126,2024-12-08,2024-12-15,P1150,Home,Supplier D,1106.5,1,North,Kolkata,Organic,No,,,0,7,,0.24412828290148103,Low
ORD100127,2024-06-21,2024-06-25,P1061,Electronics,Supplier C,1273.71,2,West,Bangalore,Email,No,,,0,4,,0.2014190217906218,Low
ORD100128,2024-08-24,2024-08-29,P1036,Home,Supplier D,192.94,1,East,Kolkata,Organic,No,,,0,5,,0.13369895173732038,Low
ORD100129,2024-06-10,2024-06-19,P1098,Beauty,Supplier D,1315.9,4,South,Bangalore,Ads,No,,,0,9,,0.2915944009537833,Low
ORD100130,2024-08-03,2024-08-06,P1171,Beauty,Supplier B,967.96,3,South,Delhi,Ads,Yes,2024-08-08,No Longer Needed,1,3,2.0,0.2556717768677474,Low
ORD100131,2024-09-20,2024-09-27,P1103,Beauty,Supplier A,1058.88,2,West,Kolkata,Ads,No,,,0,7,,0.24501237022184685,Low
ORD100132,2024-09-19,2024-09-25,P1034,Sports,Supplier A,1366.83,1,South,Delhi,Organic,No,,,0,6,,0.3384376215598777,Low
ORD100133,2024-10-18,2024-10-24,P1192,Home,Supplier A,940.89,3,North,Bangalore,Social Media,No,,,0,6,,0.15705569571749275,Low
ORD100134,2024-09-30,2024-10-03,P1100,Electronics,Supplier A,510.44,2,West,Mumbai,Email,No,,,0,3,,0.14500070427800393,Low
ORD100135,2024-01-03,2024-01-09,P1174,Electronics,Supplier B,1239.41,3,East,Kolkata,Ads,No,,,0,6,,0.22936029317553608,Low
ORD100136,2024-01-28,2024-01-30,P1130,Sports,Supplier B,550.96,1,West,Delhi,Social Media,No,,,0,2,,0.1594108703294199,Low
ORD100137,2024-11-21,2024-11-28,P1000,Electronics,Supplier B,61.0,1,West,Hyderabad,Email,No,,,0,7,,0.11835735593342774,Low
ORD100138,2024-05-28,2024-05-31,P1004,Beauty,Supplier B,1247.68,4,East,Kolkata,Ads,No,,,0,3,,0.24517656811146793,Low
ORD100139,2024-01-28,2024-02-02,P1141,Home,Supplier A,524.34,1,South,Kolkata,Email,No,,,0,5,,0.12057273692292539,Low
ORD100140,2024-11-05,2024-11-12,P1102,Electronics,Supplier D,1163.01,1,East,Kolkata,Email,No,,,0,7,,0.17765646970825233,Low
ORD100141,2024-03-05,2024-03-08,P1026,Electronics,Supplier C,550.51,2,North,Chennai,Social Media,No,,,0,3,,0.17374199597513143,Low
ORD100142,2024-12-21,2024-12-25,P1136,Fashion,Supplier B,1292.99,4,South,Delhi,Email,No,,,0,4,,0.28654404462463373,Low
ORD100143,2024-01-21,2024-01-30,P1014,Fashion,Supplier D,337.07,2,West,Delhi,Ads,No,,,0,9,,0.22569918672154984,Low
ORD100144,2024-09-08,2024-09-13,P1089,Fashion,Supplier B,1462.08,3,South,Kolkata,Social Media,No,,,0,5,,0.31083565767261523,Low
ORD100145,2024-08-22,2024-08-31,P1041,Home,Supplier A,1171.84,1,South,Mumbai,Organic,Yes,2024-09-08,Not as Described,1,9,8.0,0.23899071066114247,Low
ORD100146,2024-08-14,2024-08-18,P1123,Beauty,Supplier A,180.21,3,North,Kolkata,Organic,No,,,0,4,,0.23062701668641428,Low
ORD100147,2024-01-13,2024-01-20,P1178,Beauty,Supplier D,853.01,2,South,Chennai,Social Media,No,,,0,7,,0.20085960564557673,Low
ORD100148,2024-11-08,2024-11-13,P1062,Beauty,Supplier D,1478.2,1,South,Bangalore,Organic,No,,,0,5,,0.356217678468698,Low
ORD100149,2024-02-18,2024-02-27,P1095,Home,Supplier D,711.89,1,South,Chennai,Email,No,,,0,9,,0.13130279651778928,Low
ORD100150,2024-04-27,2024-05-03,P1051,Home,Supplier A,281.34,2,West,Mumbai,Ads,No,,,0,6,,0.12599803379732016,Low
ORD100151,2024-02-23,2024-03-03,P1095,Fashion,Supplier A,732.32,2,South,Kolkata,Email,No,,,0,9,,0.2308023625434717,Low
ORD100152,2024-05-17,2024-05-20,P1131,Electronics,Supplier C,773.56,2,East,Delhi,Social Media,No,,,0,3,,0.15358656886953087,Low
ORD100153,2024-02-22,2024-02-29,P1150,Sports,Supplier D,1115.11,2,South,Hyderabad,Ads,No,,,0,7,,0.26647158501848534,Low
ORD100154,2024-02-13,2024-02-15,P1142,Sports,Supplier C,1051.28,2,North,Kolkata,Social Media,No,,,0,2,,0.22507415723279567,Low
ORD100155,2024-10-29,2024-11-07,P1170,Electronics,Supplier B,609.8,1,South,Mumbai,Social Media,Yes,2024-11-18,Late Delivery,1,9,11.0,0.1693100734894045,Low
ORD100156,2024-02-22,2024-02-27,P1028,Fashion,Supplier C,334.85,2,South,Delhi,Social Media,Yes,2024-03-04,No Longer Needed,1,5,6.0,0.20062482463648262,Low
ORD100157,2024-03-14,2024-03-19,P1035,Electronics,Supplier B,971.13,1,West,Chennai,Email,No,,,0,5,,0.17729311778578527,Low
ORD100158,2024-02-15,2024-02-23,P1012,Electronics,Supplier B,638.34,1,East,Bangalore,Ads,No,,,0,8,,0.1788008175249869,Low
ORD100159,2024-01-13,2024-01-22,P1159,Sports,Supplier C,207.09,2,South,Bangalore,Ads,No,,,0,9,,0.184705878126795,Low
ORD100160,2024-06-13,2024-06-20,P1070,Fashion,Supplier D,1351.85,2,East,Kolkata,Ads,Yes,2024-06-26,Not as Described,1,7,6.0,0.3095237858344842,Low
ORD100161,2024-04-11,2024-04-18,P1186,Home,Supplier B,1039.92,4,North,Chennai,Email,No,,,0,7,,0.1601803823568399,Low
ORD100162,2024-10-06,2024-10-10,P1085,Sports,Supplier D,1027.94,1,West,Hyderabad,Organic,No,,,0,4,,0.27876861713604323,Low
ORD100163,2024-09-14,2024-09-22,P1027,Home,Supplier A,1235.65,2,East,Hyderabad,Email,No,,,0,8,,0.13961380155675607,Low
ORD100164,2024-12-02,2024-12-11,P1065,Fashion,Supplier B,799.2,2,West,Mumbai,Email,Yes,2024-12-19,Wrong Item,1,9,8.0,0.21872833722692275,Low
ORD100165,2024-12-21,2024-12-27,P1169,Electronics,Supplier A,1224.43,2,South,Bangalore,Social Media,No,,,0,6,,0.21910203123242203,Low
ORD100166,2024-05-17,2024-05-21,P1044,Beauty,Supplier C,752.16,4,North,Chennai,Ads,No,,,0,4,,0.24623648971878218,Low
ORD100167,2024-06-11,2024-06-19,P1061,Beauty,Supplier D,110.09,4,West,Kolkata,Ads,No,,,0,8,,0.16537329616820357,Low
ORD100168,2024-04-20,2024-04-29,P1184,Fashion,Supplier C,613.82,3,South,Delhi,Organic,No,,,0,9,,0.31576090132956064,Low
ORD100169,2024-04-11,2024-04-20,P1133,Beauty,Supplier B,751.22,1,East,Kolkata,Organic,No,,,0,9,,0.23663145929319768,Low
ORD100170,2024-01-17,2024-01-21,P1027,Home,Supplier A,1083.1,3,North,Kolkata,Social Media,No,,,0,4,,0.16709614778265133,Low
ORD100171,2024-09-24,2024-09-30,P1027,Beauty,Supplier B,168.8,2,North,Chennai,Ads,No,,,0,6,,0.1943258236627421,Low
ORD100172,2024-06-30,2024-07-08,P1107,Fashion,Supplier C,218.63,4,East,Bangalore,Organic,Yes,2024-07-09,Late Delivery,1,8,1.0,0.2350154866762443,Low
ORD100173,2024-01-24,2024-02-02,P1043,Fashion,Supplier D,402.89,4,East,Chennai,Organic,No,,,0,9,,0.25267692111423595,Low
ORD100174,2024-01-29,2024-02-07,P1083,Home,Supplier D,407.08,3,North,Delhi,Ads,No,,,0,9,,0.1537712605167189,Low
ORD100175,2024-06-19,2024-06-27,P1029,Beauty,Supplier B,1100.96,4,West,Chennai,Email,No,,,0,8,,0.2003416004940414,Low
ORD100176,2024-08-15,2024-08-17,P1189,Beauty,Supplier B,383.59,2,North,Mumbai,Organic,No,,,0,2,,0.24992484900858342,Low
ORD100177,2024-07-06,2024-07-10,P1074,Electronics,Supplier A,953.32,4,East,Kolkata,Ads,No,,,0,4,,0.20412681480373657,Low
ORD100178,2024-12-11,2024-12-15,P1127,Sports,Supplier C,746.47,3,West,Bangalore,Organic,No,,,0,4,,0.25031237576270327,Low
